ident,type,lat,lon,name,country
FORBI,fix,48.04072777,-103.28887222,FORBI,US
FORBS,fix,38.48425277,-86.74799722,FORBS,US
FORCC,fix,32.94703888,-83.56696944,FORCC,US
FORCD,fix,46.66358611,-123.77190555,FORCD,US
FORCE,fix,40.75402222,-85.62496111,FORCE,US
FORCK,fix,32.99653333,-94.26981666,FORCK,US
FORCS,fix,52.70701388,174.14216666,FORCS,US
FORDA,fix,34.63944166,-117.95062222,FORDA,US
FORDE,fix,29.485975,-100.52365,FORDE,US
FORDS,fix,37.15408611,-93.05577222,FORDS,US
FORDU,fix,39.52453055,-107.82500277,FORDU,US
FORDZ,fix,42.12981388,-83.54453888,FORDZ,US
FOREC,fix,32.9475,-97.97138888,FOREC,US
FOREK,fix,28.4266,-82.47362222,FOREK,US
FOREM,fix,41.47990833,-93.57861944,FOREM,US
FORES,fix,29.49946944,-98.04664722,FORES,US
FOREV,fix,35.95518055,-86.7164,FOREV,US
FOREY,fix,41.8398,-82.66964166,FOREY,CA
FORGT,fix,39.03537222,-77.85534722,FORGT,US
FORIK,fix,38.88328333,-121.07240555,FORIK,US
FORIM,fix,33.36401944,-117.28196666,FORIM,US
FORIN,fix,36.30713888,-76.2811,FORIN,US
FORIT,fix,64.54348333,-149.09522222,FORIT,US
FORIV,fix,38.779975,-80.63604166,FORIV,US
FORIX,fix,37.26242222,-94.76606111,FORIX,US
FORJA,fix,39.05063055,-119.12366111,FORJA,US
FORKI,fix,33.59092777,-116.12411388,FORKI,US
FORKK,fix,39.04038333,-119.77044722,FORKK,US
FORKL,fix,39.27363055,-77.43120555,FORKL,US
FORLI,fix,40.80083611,-106.20291111,FORLI,US
FORLU,fix,28.66792777,-97.83195277,FORLU,US
FORMB,fix,31.05479722,-82.28734722,FORMB,US
FORME,fix,43.27638333,-72.14965833,FORME,US
FORMM,fix,40.49304722,-80.37027777,FORMM,US
FORMN,fix,42.85755833,-78.79649166,FORMN,US
FORMU,fix,40.92574166,-73.27021111,FORMU,US
FORNA,fix,30.72041944,-97.67544444,FORNA,US
FORNI,fix,28.73456666,-80.88463888,FORNI,US
FORNY,fix,32.40916666,-96.69833333,FORNY,US
FOROB,fix,32.34356666,-99.83667777,FOROB,US
FOROD,fix,65.52313611,-168.18955555,FOROD,US
FOROG,fix,45.27052777,-89.45408333,FOROG,US
FOROM,fix,27.83263055,-82.53808333,FOROM,US
FOROP,fix,56.08578888,-134.36099722,FOROP,US
FOROR,fix,41.46521111,-73.80800277,FOROR,US
FOROS,fix,36.72788611,-97.88508888,FOROS,US
FOROV,fix,43.16908888,-94.79195277,FOROV,US
FOROX,fix,43.6704,-83.88691388,FOROX,US
FORPE,fix,33.68728888,-111.26843055,FORPE,US
FORRD,fix,38.33578333,-109.12481388,FORRD,US
FORRK,fix,24.10611111,-75.89277777,FORRK,BS
FORRS,fix,44.04451666,-121.38658611,FORRS,US
FORSE,fix,40.07916666,-128.0,FORSE,US
FORSI,fix,37.82982222,-79.38791944,FORSI,US
FORSS,fix,31.17218888,-98.07773888,FORSS,US
FORST,fix,22.10972222,-75.05527777,FORST,BS
FORSU,fix,26.21839722,-79.967375,FORSU,US
FORTH,fix,35.66054166,-101.08409722,FORTH,US
FORTL,fix,26.30938055,-81.35235,FORTL,US
FORTN,fix,18.40743611,-65.5062,FORTN,US
FORTT,fix,40.8398,-77.43469166,FORTT,US
FORTZ,fix,41.895,-87.96846388,FORTZ,US
FORUL,fix,37.32106388,-121.88429166,FORUL,US
FORUN,fix,35.77889444,-107.47409166,FORUN,US
FORUR,fix,33.04400277,-106.139475,FORUR,US
FORVO,fix,42.81909444,-88.95171944,FORVO,US
FORVR,fix,43.65381111,-70.28490277,FORVR,US
FORWY,fix,47.29693333,-119.360275,FORWY,US
FORXS,fix,40.766275,-111.96206944,FORXS,US
FORYU,fix,29.29624444,-81.17903333,FORYU,US
FOSAB,fix,37.05383055,-120.19381111,FOSAB,US
FOSAL,fix,29.24083611,-96.91701388,FOSAL,US
FOSAM,fix,36.02493055,-78.80208055,FOSAM,US
FOSAN,fix,42.86136388,-71.73735277,FOSAN,US
FOSAS,fix,23.91512222,-72.35835833,FOSAS,US
FOSAT,fix,43.910175,-90.70843333,FOSAT,US
FOSAV,fix,60.96294444,-161.09786944,FOSAV,US
FOSCO,fix,43.27098888,-70.59092222,FOSCO,US
FOSDI,fix,37.29356388,-121.01481666,FOSDI,US
FOSDO,fix,42.17561666,-85.63751944,FOSDO,US
FOSDU,fix,39.70957222,-84.2051,FOSDU,US
FOSEB,fix,32.88547222,-117.06956388,FOSEB,US
FOSED,fix,34.63579722,-106.63669444,FOSED,US
FOSEK,fix,36.62957222,-82.13920555,FOSEK,US
FOSEL,fix,27.26306666,-81.43581944,FOSEL,US
FOSEP,fix,44.81074722,-122.95271944,FOSEP,US
FOSES,fix,41.64027777,-93.66366666,FOSES,US
FOSEX,fix,42.74856388,-73.70075555,FOSEX,US
FOSGO,fix,40.926375,-81.77357777,FOSGO,US
FOSGU,fix,39.40154722,-118.62579722,FOSGU,US
FOSIG,fix,43.8175,-101.42166666,FOSIG,US
FOSIL,fix,38.27330833,-98.17083611,FOSIL,US
FOSIM,fix,28.32049722,-99.06202222,FOSIM,US
FOSIN,fix,31.51349722,-93.19465555,FOSIN,US
FOSIT,fix,39.87314166,-74.92257777,FOSIT,US
FOSKA,fix,41.72937777,-110.54377777,FOSKA,US
FOSKO,fix,34.25721111,-118.94266388,FOSKO,US
FOSKU,fix,38.5786,-90.39914444,FOSKU,US
FOSLA,fix,40.22869444,-110.08050277,FOSLA,US
FOSLU,fix,21.10166388,-156.45168888,FOSLU,US
FOSMA,fix,33.07829444,-95.08277777,FOSMA,US
FOSNI,fix,44.23864166,-121.53455555,FOSNI,US
FOSNO,fix,36.24397777,-82.50411111,FOSNO,US
FOSOL,fix,30.4434,-81.63503888,FOSOL,US
FOSOM,fix,39.91941111,-75.05174444,FOSOM,US
FOSOP,fix,36.19664444,-76.16309444,FOSOP,US
FOSOR,fix,36.57423055,-76.05329166,FOSOR,US
FOSOT,fix,29.08493888,-95.76592777,FOSOT,US
FOSOV,fix,39.40314166,-110.74432222,FOSOV,US
FOSRA,fix,42.60678611,-74.09219444,FOSRA,US
FOSRO,fix,39.860725,-94.91482222,FOSRO,US
FOSSE,fix,35.45228333,-81.3481,FOSSE,US
FOSSL,fix,32.23868611,-97.88315833,FOSSL,US
FOSSS,fix,32.37613611,-80.86491666,FOSSS,US
FOSTR,fix,37.37506388,-97.27881944,FOSTR,US
FOSTT,fix,39.72012222,-89.10574722,FOSTT,US
FOSTY,fix,41.84318333,-71.64203888,FOSTY,US
FOSUL,fix,35.61231666,-86.11443611,FOSUL,US
FOSUP,fix,47.04478611,-92.11554722,FOSUP,US
FOSUR,fix,42.02681388,-76.62885,FOSUR,US
FOSUV,fix,35.32688611,-85.22598611,FOSUV,US
FOSUX,fix,30.79454166,-92.68808055,FOSUX,US
FOSVA,fix,43.28783888,-111.16318888,FOSVA,US
FOSVI,fix,36.48790555,-95.60316944,FOSVI,US
FOSXI,fix,62.408925,-150.12150277,FOSXI,US
FOSYU,fix,44.20705277,-74.33281944,FOSYU,US
FOTBL,fix,42.99130555,-78.80611666,FOTBL,US
FOTFE,fix,34.31487777,-84.25160277,FOTFE,US
FOTON,fix,38.56468055,-122.83908333,FOTON,US
FOTTR,fix,41.98258055,-88.44189444,FOTTR,US
FOTTY,fix,39.86104166,-106.55699166,FOTTY,US
FOUND,fix,34.81042777,-82.06971388,FOUND,US
FOUNT,fix,36.95676111,-84.05053333,FOUNT,US
FOURD,fix,33.2802,-79.62026388,FOURD,US
FOURE,fix,31.94886944,-94.50529166,FOURE,US
FOURH,fix,41.05694444,-93.47416666,FOURH,US
FOURR,fix,33.258875,-82.57182777,FOURR,US
FOURS,fix,44.4802,-106.59069722,FOURS,US
FOURT,fix,47.29776388,-122.48414722,FOURT,US
FOUST,fix,39.45935833,-76.88778611,FOUST,US
FOUTN,fix,42.35219722,-79.57558611,FOUTN,US
FOUTS,fix,31.32603888,-85.82341666,FOUTS,US
FOUTZ,fix,32.48247777,-111.69595277,FOUTZ,US
FOVAD,fix,40.94866111,-78.30192222,FOVAD,US
FOVAG,fix,64.49581666,-165.34880833,FOVAG,US
FOVAK,fix,44.28436666,-117.06835555,FOVAK,US
FOVAM,fix,42.68283333,-95.25206388,FOVAM,US
FOVAS,fix,32.40444722,-96.81705833,FOVAS,US
FOVAX,fix,44.01425,-75.65601666,FOVAX,US
FOVBI,fix,58.68550555,-135.80069166,FOVBI,US
FOVEK,fix,35.36646111,-86.55935277,FOVEK,US
FOVEL,fix,37.71989444,-97.24213055,FOVEL,US
FOVEM,fix,13.76236944,145.17908611,FOVEM,US
FOVER,fix,39.83745833,-84.02479166,FOVER,US
FOVES,fix,44.53685,-73.25689722,FOVES,US
FOVID,fix,31.36708888,-87.91455,FOVID,US
FOVIS,fix,34.97383055,-90.80607222,FOVIS,US
FOVKU,fix,40.03303055,-84.3987,FOVKU,US
FOVLO,fix,41.21331666,-103.80454722,FOVLO,US
FOVMA,fix,34.10232777,-119.14156666,FOVMA,US
FOVMO,fix,29.34205833,-100.75937222,FOVMO,US
FOVMU,fix,38.26935,-92.57556666,FOVMU,US
FOVNU,fix,47.37335277,-122.56495,FOVNU,US
FOVOB,fix,40.83563333,-94.297675,FOVOB,US
FOVOJ,fix,42.29329444,-88.06163888,FOVOJ,US
FOVOL,fix,34.05333333,-115.57694444,FOVOL,US
FOVON,fix,41.77713888,-89.54395,FOVON,US
FOVOR,fix,36.82916666,-119.76834166,FOVOR,US
FOVPO,fix,36.70728055,-76.84748888,FOVPO,US
FOVPU,fix,59.58411944,-151.64941388,FOVPU,US
FOVRA,fix,39.82969166,-86.16196944,FOVRA,US
FOVRO,fix,46.87938888,-92.15736111,FOVRO,US
FOVSI,fix,64.42732222,-165.45490277,FOVSI,US
FOVTA,fix,27.21358611,-82.599625,FOVTA,US
FOVUB,fix,33.49859722,-104.43909444,FOVUB,US
FOVUD,fix,26.01276388,-98.09156944,FOVUD,MX
FOVUN,fix,46.46889722,-90.964025,FOVUN,US
FOVUP,fix,44.86976944,-85.25081111,FOVUP,US
FOVUR,fix,39.31321388,-91.63303055,FOVUR,US
FOWBO,fix,46.57938611,-117.01108055,FOWBO,US
FOWBU,fix,34.49725555,-79.83993055,FOWBU,US
FOWEE,fix,24.93705833,-79.19245833,FOWEE,US
FOWEL,fix,42.60144722,-80.15840833,FOWEL,CA
FOWFY,fix,43.24264722,-85.00509444,FOWFY,US
FOWLA,fix,38.87952777,-77.00233611,FOWLA,US
FOWLE,fix,33.43103333,-112.20693333,FOWLE,US
FOWLR,fix,30.29651111,-98.36631111,FOWLR,US
FOWND,fix,39.09611111,-122.96333333,FOWND,US
FOWNE,fix,38.02546944,-95.91905555,FOWNE,US
FOXAB,fix,32.50155555,-99.86735,FOXAB,US
FOXAG,fix,37.41064166,-121.98249444,FOXAG,US
FOXAL,fix,44.9506,-70.67578611,FOXAL,US
FOXAM,fix,29.56048055,-81.16051111,FOXAM,US
FOXAR,fix,28.00173611,-82.6692,FOXAR,US
FOXAT,fix,42.08750555,-79.09201944,FOXAT,US
FOXBO,fix,41.91676944,-70.24946666,FOXBO,US
FOXEB,fix,33.00631388,-97.49234166,FOXEB,US
FOXEE,fix,41.19385277,-80.49558055,FOXEE,US
FOXEI,fix,36.77225555,-76.2159,FOXEI,US
FOXEK,fix,41.24824166,-73.69631111,FOXEK,US
FOXEM,fix,40.15186666,-99.34754722,FOXEM,US
FOXEV,fix,41.86121944,-94.19866111,FOXEV,US
FOXEY,fix,30.96636944,-93.48623888,FOXEY,US
FOXHL,fix,39.04721666,-77.37006666,FOXHL,US
FOXIB,fix,40.80009444,-74.202525,FOXIB,US
FOXIN,fix,34.74101388,-99.43314166,FOXIN,US
FOXIR,fix,35.15165,-77.013825,FOXIR,US
FOXIT,fix,32.59870833,-65.63609722,FOXIT,US
FOXOK,fix,30.2943,-103.93004444,FOXOK,US
FOXOM,fix,35.18494444,-91.01052222,FOXOM,US
FOXON,fix,61.12092222,-149.97048333,FOXON,US
FOXOR,fix,31.99234166,-97.09091388,FOXOR,US
FOXOV,fix,36.84910833,-121.85871666,FOXOV,US
FOXRR,fix,35.06677777,-106.78326666,FOXRR,US
FOXSO,fix,62.25,-146.58333333,FOXSO,US
FOXTR,fix,36.19986388,-97.87037222,FOXTR,US
FOXUB,fix,64.05,-147.99375,FOXUB,US
FOXUG,fix,43.38861666,-112.30161388,FOXUG,US
FOXUK,fix,39.155275,-88.15571944,FOXUK,US
FOXUL,fix,60.35875,-144.88361944,FOXUL,US
FOXUN,fix,41.99374166,-86.26041666,FOXUN,US
FOXWD,fix,41.80601666,-71.80195277,FOXWD,US
FOXWE,fix,62.5,-149.16666666,FOXWE,US
FOXXI,fix,60.80555555,-161.96787777,FOXXI,US
FOXXS,fix,45.24878055,-107.52604722,FOXXS,US
FOXXX,fix,42.34364166,-74.29196388,FOXXX,US
FOXXY,fix,38.36524722,-97.40075555,FOXXY,US
FOXYO,fix,34.08656944,-117.09594444,FOXYO,US
FOYDE,fix,43.18425555,-92.49928333,FOYDE,US
FOYER,fix,34.55466111,-98.22851666,FOYER,US
FOYGU,fix,34.16928611,-86.33656944,FOYGU,US
FOYTE,fix,40.84019166,-124.29413055,FOYTE,US
FOYTT,fix,39.04163611,-86.28080833,FOYTT,US
FOYWU,fix,38.780125,-88.41545555,FOYWU,US
FOYYU,fix,41.21659166,-84.25364722,FOYYU,US
FOZZI,fix,42.91666666,-130.0,FOZZI,US
FOZZY,fix,36.37374166,-78.70896944,FOZZY,US
FRAAM,fix,39.77395,-84.55695,FRAAM,US
FRAAY,fix,38.66310277,-101.75683611,FRAAY,US
FRACA,fix,38.17994722,-96.80516388,FRACA,US
FRACK,fix,34.27191388,-79.72180277,FRACK,US
FRAIN,fix,36.12337222,-93.85244444,FRAIN,US
FRAIZ,fix,33.46470555,-104.32252222,FRAIZ,US
FRAKA,fix,48.30270277,-101.11755277,FRAKA,US
FRAKK,fix,44.21283333,-123.22033333,FRAKK,US
FRAKN,fix,41.84112222,-89.76044166,FRAKN,US
FRAKR,fix,22.20538333,-159.21215,FRAKR,US
FRAKS,fix,36.69873333,-96.35917222,FRAKS,US
FRALE,fix,39.24246111,-89.812,FRALE,US
FRALL,fix,42.09280277,-87.89108333,FRALL,US
FRAME,fix,36.61298333,-119.67375833,FRAME,US
FRAMS,fix,35.36720555,-120.93942222,FRAMS,US
FRANC,fix,39.00835,-92.85031944,FRANC,US
FRANI,fix,34.93338333,-106.73747222,FRANI,US
FRANK,fix,30.54940833,-90.000025,FRANK,US
FRANL,fix,43.36405,-124.52731944,FRANL,US
FRANO,fix,38.85043055,-104.549225,FRANO,US
FRANQ,fix,40.85300277,-72.58263333,FRANQ,US
FRANS,fix,34.68868055,-80.07822777,FRANS,US
FRANY,fix,71.28461388,-157.05255555,FRANY,US
FRAPP,fix,46.44896944,-123.06692222,FRAPP,US
FRAPS,fix,39.27986666,-98.229675,FRAPS,US
FRARI,fix,25.42443333,-79.77252222,FRARI,US
FRASK,fix,41.17636388,-108.74826111,FRASK,US
FRASR,fix,34.63762222,-118.9564,FRASR,US
FRATI,fix,29.21918611,-95.46225,FRATI,US
FRATS,fix,28.54395277,-79.63789444,FRATS,US
FRATT,fix,19.43449166,-65.80563333,FRATT,US
FRAUU,fix,35.43536388,-77.57450277,FRAUU,US
FRAWG,fix,36.14527777,-114.76777777,FRAWG,US
FRAZE,fix,39.1375,-84.64628333,FRAZE,US
FRBET,fix,58.31105,-134.600825,FRBET,US
FRBRD,fix,42.30670555,-83.66685,FRBRD,US
FRDDM,fix,32.92646388,-96.95067777,FRDDM,US
FRDDO,fix,32.32175833,-86.44720555,FRDDO,US
FRDDY,fix,29.486875,-94.87761111,FRDDY,US
FRDEE,fix,42.26006666,-89.63546388,FRDEE,US
FRDMM,fix,38.94292777,-77.51705277,FRDMM,US
FRDMN,fix,34.72228333,-112.50781388,FRDMN,US
FRDOM,fix,41.217525,-81.13724444,FRDOM,US
FREAD,fix,34.8182,-98.22657222,FREAD,US
FREAK,fix,43.50810555,-85.80375833,FREAK,US
FREAS,fix,43.17171388,-115.84073055,FREAS,US
FREAZ,fix,34.81824166,-89.98250277,FREAZ,US
FREBD,fix,34.33680833,-119.80840555,FREBD,US
FREBY,fix,26.68128888,-80.06446944,FREBY,US
FREDA,fix,47.23134166,-88.59406388,FREDA,US
FREDD,fix,36.90939166,-112.35122777,FREDD,US
FREDE,fix,60.63736666,-151.16735555,FREDE,US
FREDI,fix,22.54008333,-156.80506388,FREDI,US
FREDM,fix,40.71630277,-86.364625,FREDM,US
FREDO,fix,41.90567222,-70.58223333,FREDO,US
FREED,fix,43.71928888,-93.49427222,FREED,US
FREEE,fix,39.57860555,-76.26625277,FREEE,US
FREEH,fix,43.02076944,-71.55950277,FREEH,US
FREEK,fix,35.05971388,-81.12121111,FREEK,US
FREEL,fix,39.49725,-119.90322222,FREEL,US
FREEM,fix,37.92056666,-122.29571944,FREEM,US
FREER,fix,42.71066388,-112.85908055,FREER,US
FREES,fix,38.38710833,-122.92237777,FREES,US
FREEZ,fix,35.20986666,-82.55642777,FREEZ,US
FRELE,fix,42.946525,-84.48221388,FRELE,US
FRELS,fix,38.59936111,-94.89178333,FRELS,US
FRELY,fix,37.51005277,-121.795325,FRELY,US
FREMN,fix,32.01636111,-81.19953055,FREMN,US
FRENK,fix,66.61998888,-168.97333055,FRENK,US
FRENY,fix,39.732475,-86.43227222,FRENY,US
FRENZ,fix,59.19750555,-158.18229722,FRENZ,US
FREON,fix,36.54473055,-80.27821944,FREON,US
FRESE,fix,40.28094722,-99.48580555,FRESE,US
FRESH,fix,30.13067222,-82.06131388,FRESH,US
FREST,fix,34.77605,-82.10666388,FREST,US
FRETO,fix,35.89140833,-78.87794722,FRETO,US
FRETS,fix,33.77954166,-117.49768888,FRETS,US
FRETT,fix,37.96061944,-80.42361944,FRETT,US
FRETZ,fix,36.67862777,-115.02500555,FRETZ,US
FREYA,fix,46.28896111,-106.85327777,FREYA,US
FREZE,fix,38.57201388,-85.68956666,FREZE,US
FREZR,fix,35.09511944,-79.90088611,FREZR,US
FREZY,fix,39.23845833,-106.87615,FREZY,US
FREZZ,fix,36.42160555,-121.41774444,FREZZ,US
FRFLY,fix,42.48055555,-123.06570833,FRFLY,US
FRGNA,fix,43.59668888,-111.76028888,FRGNA,US
FRHLS,fix,35.04249722,-106.52388888,FRHLS,US
FRIAN,fix,32.296175,-106.82928888,FRIAN,US
FRIAR,fix,44.44136944,-69.88455,FRIAR,US
FRIDA,fix,61.73145833,-151.60034166,FRIDA,US
FRIDG,fix,40.76216666,-85.78366666,FRIDG,US
FRIDM,fix,43.12323888,-111.06318333,FRIDM,US
FRIED,fix,54.22188055,-133.63244722,FRIED,US
FRIER,fix,33.56875833,-101.82825277,FRIER,US
FRIES,fix,32.23130277,-80.79388055,FRIES,US
FRIGD,fix,48.16463611,-100.82676944,FRIGD,US
FRIGG,fix,37.46550833,-121.25728888,FRIGG,US
FRIHO,fix,35.43805555,-106.64953611,FRIHO,US
FRIKE,fix,36.81430555,-78.90023333,FRIKE,US
FRIKK,fix,40.77651388,-73.48243333,FRIKK,US
FRIKY,fix,37.24068888,-79.90584722,FRIKY,US
FRILL,fix,42.22986944,-69.82464444,FRILL,US
FRINC,fix,28.97785277,-82.29811944,FRINC,US
FRIND,fix,41.45278888,-81.97564444,FRIND,US
FRING,fix,39.16394166,-84.84335833,FRING,US
FRINK,fix,30.83409444,-95.576925,FRINK,US
FRIRR,fix,34.50011666,-118.37847777,FRIRR,US
FRISK,fix,48.20685833,-97.41254166,FRISK,US
FRISY,fix,35.26096944,-111.40121666,FRISY,US
FRITR,fix,33.64460277,-118.03881944,FRITR,US
FRITS,fix,33.448725,-101.82750555,FRITS,US
FRITT,fix,43.85617777,-123.26775833,FRITT,US
FRITZ,fix,29.70686388,-94.46785833,FRITZ,US
FRIZA,fix,29.46867777,-98.64680833,FRIZA,US
FRIZL,fix,61.52470555,-149.6871,FRIZL,US
FRIZN,fix,38.71306666,-86.30132777,FRIZN,US
FRIZZ,fix,32.64415,-97.01119444,FRIZZ,US
FRKLN,fix,60.12965833,-154.56045,FRKLN,US
FRLDI,fix,42.02698611,-73.98551944,FRLDI,US
FRLON,fix,37.862875,-122.79261944,FRLON,US
FRMAN,fix,33.25574722,-111.987325,FRMAN,US
FRMEN,fix,33.52429722,-95.78193888,FRMEN,US
FRMNT,fix,41.33625555,-96.03670277,FRMNT,US
FRMPT,fix,46.6425,-125.390875,FRMPT,US
FRNCK,fix,37.68160277,-113.56075277,FRNCK,US
FRNCS,fix,36.29207222,-86.71749444,FRNCS,US
FRNDO,fix,18.61645277,-66.17013333,FRNDO,US
FRNDS,fix,42.22403611,-82.88576666,FRNDS,CA
FRNIA,fix,36.55519166,-89.91124166,FRNIA,US
FRNKE,fix,38.73116666,-104.99,FRNKE,US
FRNKI,fix,40.76521666,-74.2494,FRNKI,US
FRNKY,fix,40.41323333,-73.73770277,FRNKY,US
FRNNK,fix,33.66408611,-112.08600555,FRNNK,US
FRNNS,fix,34.45236944,-88.01909444,FRNNS,US
FRNNY,fix,37.55778611,-121.99941666,FRNNY,US
FRNSS,fix,43.06500277,-87.86850277,FRNSS,US
FRNZI,fix,37.82596388,-84.64379722,FRNZI,US
FRNZY,fix,39.97078333,-112.11910555,FRNZY,US
FROCK,fix,36.89439722,-121.77336666,FROCK,US
FRODO,fix,44.64048333,-99.19953333,FRODO,US
FROGE,fix,37.54111388,-116.06005277,FROGE,US
FROGG,fix,25.31935,-80.26248055,FROGG,US
FROGI,fix,40.95422222,-73.73067777,FROGI,US
FROGO,fix,38.230675,-120.68181666,FROGO,US
FROGS,fix,40.52003333,-105.89478055,FROGS,US
FROGY,fix,33.73401666,-100.31065833,FROGY,US
FROGZ,fix,25.91317777,-81.037,FROGZ,US
FROLY,fix,41.61435277,-71.02511666,FROLY,US
FROND,fix,37.47760833,-105.98010833,FROND,US
FRONT,fix,39.15313611,-108.50308055,FRONT,US
FRONZ,fix,39.74954722,-104.64271666,FRONZ,US
FROOT,fix,27.73917222,-85.30289722,FROOT,US
FROSE,fix,40.06218333,-75.47188888,FROSE,US
FROSH,fix,38.61376388,-123.19547777,FROSH,US
FROTH,fix,25.78973611,-80.61181111,FROTH,US
FROUN,fix,34.39940833,-117.84083333,FROUN,US
FROWN,fix,40.55278888,-86.02781944,FROWN,US
FROWS,fix,22.29803055,-156.65573611,FROWS,US
FROZE,fix,36.33925555,-115.09060555,FROZE,US
FROZN,fix,68.41675277,-148.89631388,FROZN,US
FRRAM,fix,32.41453333,-77.8943,FRRAM,US
FRRAN,fix,44.587075,-93.11825555,FRRAN,US
FRRDY,fix,25.99923888,-80.47356388,FRRDY,US
FRRIS,fix,42.20704722,-87.86663888,FRRIS,US
FRRMN,fix,60.44962222,-145.28547777,FRRMN,US
FRRNK,fix,42.28716388,-90.06065833,FRRNK,US
FRRST,fix,40.65485277,-73.30644444,FRRST,US
FRSBE,fix,26.91144166,-80.70052222,FRSBE,US
FRSBI,fix,39.78546666,-75.34648611,FRSBI,US
FRSCH,fix,45.09623888,-83.51766111,FRSCH,US
FRSCO,fix,33.07777222,-96.869475,FRSCO,US
FRSHH,fix,39.42934166,-120.38806111,FRSHH,US
FRSON,fix,31.51706388,-66.78085,FRSON,US
FRSST,fix,42.57899444,-84.929325,FRSST,US
FRSTE,fix,44.13953333,-68.86911944,FRSTE,US
FRSTI,fix,32.022125,-97.67594444,FRSTI,US
FRSTY,fix,29.36065,-98.57289444,FRSTY,US
FRSYD,fix,43.77266666,-70.21796388,FRSYD,US
FRTOS,fix,45.08248055,-83.31184166,FRTOS,US
FRTZY,fix,39.10208333,-84.91989166,FRTZY,US
FRTZZ,fix,42.00076944,-88.21783333,FRTZZ,US
FRUGL,fix,27.47261944,-82.643575,FRUGL,US
FRUGS,fix,38.38608611,-122.64308333,FRUGS,US
FRUIT,fix,41.68182222,-92.61543055,FRUIT,US
FRUMP,fix,37.23103888,-113.394725,FRUMP,US
FRWAY,fix,26.95223333,-79.98241944,FRWAY,US
FRYED,fix,29.76406388,-94.81296666,FRYED,US
FRYES,fix,33.53693333,-84.27636111,FRYES,US
FRYMN,fix,47.29233333,-111.64356666,FRYMN,US
FRYRE,fix,43.68554722,-97.12201111,FRYRE,US
FRYSR,fix,35.11677222,-90.05354722,FRYSR,US
FRYYE,fix,42.00774722,-83.33645,FRYYE,US
FRYYS,fix,43.68496111,-72.32013611,FRYYS,US
FRYZE,fix,38.94769722,-76.70527777,FRYZE,US
FRZBE,fix,27.27348055,-82.65778611,FRZBE,US
FRZBY,fix,47.74755555,-118.10532777,FRZBY,US
FRZZN,fix,44.39417777,-88.13346388,FRZZN,US
FSCOT,fix,44.982125,-93.15192777,FSCOT,US
FSHEN,fix,33.82987222,-96.09555555,FSHEN,US
FSHER,fix,38.30968888,-104.64753888,FSHER,US
FSHIN,fix,39.50498611,-107.191925,FSHIN,US
FSHMN,fix,42.12997777,-79.37111666,FSHMN,US
FSHON,fix,60.87285277,-150.68361944,FSHON,US
FSHUN,fix,27.91803888,-81.50436388,FSHUN,US
FSSKK,fix,42.31846111,-70.80533055,FSSKK,US
FSSTR,fix,42.40183611,-114.216425,FSSTR,US
FSTER,fix,34.89132222,-77.98629166,FSTER,US
FSTIV,fix,39.59404166,-107.07728888,FSTIV,US
FSTOR,fix,68.32445833,-166.27930555,FSTOR,US
FSTVL,fix,44.100225,-70.22917777,FSTVL,US
FSYTH,fix,46.055275,-107.51923055,FSYTH,US
FTBAL,fix,38.77848611,-121.45222777,FTBAL,US
FTBLL,fix,39.58643333,-86.47326111,FTBLL,US
FTEEN,fix,28.66870833,-81.55476388,FTEEN,US
FTHER,fix,39.74737222,-121.47047222,FTHER,US
FTHIL,fix,38.05999166,-120.42274166,FTHIL,US
FTHLS,fix,33.76806944,-110.36356666,FTHLS,US
FTRAP,fix,32.10874166,-97.79018333,FTRAP,US
FTTZZ,fix,41.53888888,-81.90355833,FTTZZ,US
FUBLL,fix,37.14152777,-79.45413055,FUBLL,US
FUBRR,fix,39.26593055,-76.09488611,FUBRR,US
FUBSY,fix,36.73557222,-76.25536944,FUBSY,US
FUBUP,fix,45.70994722,-84.60123333,FUBUP,US
FUDDD,fix,40.47960555,-91.05541388,FUDDD,US
FUDDJ,fix,42.50123888,-83.16278055,FUDDJ,US
FUDDY,fix,38.89517222,-77.35392222,FUDDY,US
FUDDZ,fix,37.35339444,-79.93792777,FUDDZ,US
FUDGE,fix,45.067575,-93.58105833,FUDGE,US
FUELL,fix,39.506675,-121.47503888,FUELL,US
FUELR,fix,33.98601944,-117.89688611,FUELR,US
FUELS,fix,39.79285555,-74.82531666,FUELS,US
FUENT,fix,37.12792777,-80.21439166,FUENT,US
FUEWL,fix,32.59400833,-97.1608,FUEWL,US
FUFPO,fix,42.24207777,-121.77959166,FUFPO,US
FUFQO,fix,44.082175,-120.67426944,FUFQO,US
FUGAL,fix,29.80275277,-94.95308055,FUGAL,US
FUGET,fix,41.25538888,-73.61066388,FUGET,US
FUGIO,fix,42.1544,-87.92348333,FUGIO,US
FUGLE,fix,42.33537777,-99.99266388,FUGLE,US
FUGUE,fix,40.56759444,-111.40815833,FUGUE,US
FUJCE,fix,37.65214166,-122.66436111,FUJCE,US
FUJRU,fix,44.54870277,-90.38030555,FUJRU,US
FULER,fix,40.07251666,-83.19798055,FULER,US
FULKS,fix,33.30307222,-111.52660277,FULKS,US
FULLA,fix,39.96677222,-104.42880833,FULLA,US
FULLE,fix,42.17471111,-93.54781111,FULLE,US
