ident,type,lat,lon,name,country
OGUSY,fix,39.24074166,-86.63369722,OGUSY,US
OGUVE,fix,43.55627777,-116.10855277,OGUVE,US
OGUYU,fix,43.25747777,-89.93413055,OGUYU,US
OGVIE,fix,36.40706388,-89.96485,OGVIE,US
OGVIQ,fix,47.08012777,-101.56003888,OGVIQ,US
OGVOE,fix,41.12140833,-81.25865277,OGVOE,US
OGWIT,fix,41.76745,-83.59576111,OGWIT,US
OGXEB,fix,48.56262222,-101.50252222,OGXEB,US
OGXIB,fix,40.14400555,-111.68594444,OGXIB,US
OGXOB,fix,46.46787222,-120.60335,OGXOB,US
OGYAH,fix,41.45583888,-95.89381666,OGYAH,US
OGYAJ,fix,45.56400277,-121.88124166,OGYAJ,US
OGZEV,fix,47.52031388,-101.27170555,OGZEV,US
OGZOF,fix,46.43813611,-120.54736388,OGZOF,US
OHABI,fix,45.66587222,-91.83408333,OHABI,US
OHADO,fix,48.68001666,-122.53705,OHADO,US
OHAFU,fix,7.00144444,158.41637777,OHAFU,FM
OHAGU,fix,35.60044166,-95.44079722,OHAGU,US
OHAGY,fix,38.50550555,-104.38410555,OHAGY,US
OHANA,fix,21.90708055,-159.97688611,OHANA,US
OHAPE,fix,40.12896666,-109.46491111,OHAPE,US
OHARA,fix,31.66443888,-102.44894444,OHARA,US
OHAWY,fix,46.47526666,-120.27653888,OHAWY,US
OHAXI,fix,46.22456944,-116.49616666,OHAXI,US
OHAYY,fix,38.79381944,-104.71592777,OHAYY,US
OHBEA,fix,33.29694722,-118.00365555,OHBEA,US
OHBEE,fix,25.43602777,-76.79602777,OHBEE,BS
OHBEF,fix,41.78487222,-92.27821666,OHBEF,US
OHDEA,fix,30.98703888,-82.23570277,OHDEA,US
OHDEE,fix,38.85771388,-120.76634722,OHDEE,US
OHDUP,fix,47.61531388,-98.21876388,OHDUP,US
OHECH,fix,39.80071944,-82.69522777,OHECH,US
OHECY,fix,64.971625,-147.57312222,OHECY,US
OHEGI,fix,43.73450833,-88.48521944,OHEGI,US
OHEWY,fix,41.14116666,-78.59633333,OHEWY,US
OHEXE,fix,44.39271111,-95.72837222,OHEXE,US
OHFAH,fix,41.76870833,-93.70995833,OHFAH,US
OHFEB,fix,36.62883333,-99.51908611,OHFEB,US
OHGEE,fix,40.81834444,-93.14003055,OHGEE,US
OHGUP,fix,36.43799444,-94.21851388,OHGUP,US
OHHGE,fix,38.519125,-85.82217777,OHHGE,US
OHHMY,fix,42.88138888,-91.75833333,OHHMY,US
OHICE,fix,37.20213611,-80.57427222,OHICE,US
OHIGH,fix,34.43135277,-119.31081944,OHIGH,US
OHIIO,fix,30.138225,-95.08404166,OHIIO,US
OHIOS,fix,38.81837777,-82.677575,OHIOS,US
OHJAY,fix,46.59159722,-95.34628055,OHJAY,US
OHJOJ,fix,43.12501388,-112.40059444,OHJOJ,US
OHKAR,fix,46.52371388,-120.23803888,OHKAR,US
OHKAY,fix,35.87794166,-106.06896388,OHKAY,US
OHKEJ,fix,43.65117222,-112.0709,OHKEJ,US
OHLAA,fix,30.41465277,-78.09826944,OHLAA,US
OHLEE,fix,30.26834444,-82.10903611,OHLEE,US
OHLIE,fix,42.72581666,-90.19743055,OHLIE,US
OHMAN,fix,38.97901944,-84.79575,OHMAN,US
OHMEN,fix,40.02698055,-109.34054722,OHMEN,US
OHMYY,fix,38.31323055,-85.58651388,OHMYY,US
OHNIF,fix,33.48796944,-92.14389722,OHNIF,US
OHNNA,fix,37.91290277,-85.63829722,OHNNA,US
OHOCO,fix,44.794325,-71.63677777,OHOCO,US
OHOCY,fix,41.23688055,-85.06075555,OHOCY,US
OHOJY,fix,41.38442222,-84.633675,OHOJY,US
OHOLI,fix,39.44312777,-119.19105833,OHOLI,US
OHOPE,fix,32.10114166,-81.92449166,OHOPE,US
OHOSO,fix,39.52168055,-119.21295555,OHOSO,US
OHOZE,fix,39.83767777,-83.70895833,OHOZE,US
OHPEA,fix,35.857525,-75.65133055,OHPEA,US
OHQES,fix,39.57936944,-111.40143055,OHQES,US
OHROB,fix,38.78296666,-90.42962777,OHROB,US
OHROR,fix,46.50268333,-100.83151944,OHROR,US
OHRYN,fix,39.1995,-71.5697,OHRYN,US
OHSEA,fix,33.59645555,-118.638925,OHSEA,US
OHSOJ,fix,31.9873,-99.05549722,OHSOJ,US
OHSSS,fix,38.84598888,-76.50791111,OHSSS,US
OHSUY,fix,41.53965555,-73.87801666,OHSUY,US
OHTAB,fix,29.87510555,-90.12912777,OHTAB,US
OHUDA,fix,7.36515277,134.63739166,OHUDA,PW
OHUJA,fix,35.49138333,-94.11098888,OHUJA,US
OHULO,fix,35.76873333,-89.80345,OHULO,US
OHULU,fix,42.77304444,-98.60537777,OHULU,US
OHURY,fix,41.69234166,-86.24412222,OHURY,US
OHUTO,fix,48.58665,-97.36579166,OHUTO,US
OHUWE,fix,34.48288888,-85.7291,OHUWE,US
OHUYU,fix,35.20448888,-94.06514722,OHUYU,US
OHWEN,fix,33.993975,-118.71466666,OHWEN,US
OHWOW,fix,38.80924444,-85.42567222,OHWOW,US
OHYEQ,fix,43.218475,-94.69894444,OHYEQ,US
OHYOU,fix,35.11745,-96.95587222,OHYOU,US
OHZUF,fix,41.11951111,-83.71739166,OHZUF,US
OIILL,fix,39.83853611,-87.08543333,OIILL,US
OIINK,fix,38.39889444,-122.34038055,OIINK,US
OIKEH,fix,26.02044722,-81.78898611,OIKEH,US
OILEE,fix,69.25592222,-147.49319166,OILEE,US
OILER,fix,30.25286944,-95.58108888,OILER,US
OILLL,fix,31.00307777,-96.19920555,OILLL,US
OILLR,fix,36.09740277,-95.88906388,OILLR,US
OILLY,fix,42.78740833,-106.85145555,OILLY,US
OINGO,fix,34.34341666,-120.46613333,OINGO,US
OINKK,fix,39.65749444,-86.38304722,OINKK,US
OINKS,fix,35.41611111,-116.24583333,OINKS,US
OJAAY,fix,38.29263055,-77.15628888,OJAAY,US
OJACE,fix,40.81722222,-83.63286111,OJACE,US
OJAHO,fix,46.72015,-120.44915833,OJAHO,US
OJALY,fix,46.18768611,-96.15918611,OJALY,US
OJAMO,fix,38.399475,-89.64504722,OJAMO,US
OJANA,fix,43.63563888,-85.99827777,OJANA,US
OJAWU,fix,41.38098888,-81.74623055,OJAWU,US
OJDOH,fix,40.59004722,-77.75738333,OJDOH,US
OJEFY,fix,36.40484722,-94.73826388,OJEFY,US
OJEKE,fix,40.43726111,-95.74513888,OJEKE,US
OJEMY,fix,27.80189166,-80.30142777,OJEMY,US
OJEQY,fix,38.45273333,-90.79246388,OJEQY,US
OJESA,fix,37.979525,-86.03110833,OJESA,US
OJESS,fix,35.91679166,-83.18159166,OJESS,US
OJETO,fix,37.20686388,-85.53355,OJETO,US
OJFOB,fix,37.1086,-79.07164722,OJFOB,US
OJGAL,fix,36.29028888,-76.48420833,OJGAL,US
OJGIX,fix,41.33780833,-84.26969444,OJGIX,US
OJHEC,fix,26.87763333,-81.99471944,OJHEC,US
OJHED,fix,40.73305555,-85.2459,OJHED,US
OJIGU,fix,43.04644444,-103.03478055,OJIGU,US
OJIJE,fix,40.08374444,-76.48106111,OJIJE,US
OJIKY,fix,45.79878333,-90.38682222,OJIKY,US
OJILE,fix,38.300225,-97.96879444,OJILE,US
OJIRO,fix,32.61466388,-103.12804166,OJIRO,US
OJIVO,fix,42.80283611,-77.17796666,OJIVO,US
OJIXA,fix,35.50302222,-86.13420833,OJIXA,US
OJJEK,fix,30.16555555,-81.87349166,OJJEK,US
OJLUW,fix,36.4234,-87.64816666,OJLUW,US
OJMEM,fix,30.570975,-88.065875,OJMEM,US
OJOFY,fix,28.998975,-82.34413055,OJOFY,US
OJOHN,fix,40.01900833,-82.59766111,OJOHN,US
OJONE,fix,40.57511944,-73.508575,OJONE,US
OJOSO,fix,45.61062222,-88.03371111,OJOSO,US
OJOVU,fix,20.64619166,-157.094575,OJOVU,US
OJOXY,fix,35.40049444,-119.01944166,OJOXY,US
OJPID,fix,37.26633611,-87.58074166,OJPID,US
OJPOT,fix,44.86343055,-101.080775,OJPOT,US
OJREY,fix,40.80810833,-76.85745555,OJREY,US
OJUCA,fix,29.99932777,-81.77352777,OJUCA,US
OJUCU,fix,41.70433611,-70.83398333,OJUCU,US
OJUMU,fix,45.91186666,-122.17659722,OJUMU,US
OJURA,fix,60.96208333,-162.50411944,OJURA,US
OJWAW,fix,55.51188055,-131.98407222,OJWAW,US
OJWIP,fix,26.84606111,-82.26243055,OJWIP,US
OJYUS,fix,41.69785,-83.58106666,OJYUS,US
OKABE,fix,40.50945,-111.38597777,OKABE,US
OKACA,fix,36.90034444,-84.81571388,OKACA,US
OKACO,fix,34.26456944,-116.58422222,OKACO,US
OKADE,fix,36.92735833,-112.57109444,OKADE,US
OKADY,fix,38.99219444,-97.23572777,OKADY,US
OKAGE,fix,47.75006944,-104.16693055,OKAGE,US
OKAIN,fix,32.68098888,-116.973725,OKAIN,US
OKALA,fix,20.02188055,-155.26464444,OKALA,US
OKALE,fix,37.47386111,-108.43791111,OKALE,US
OKANE,fix,25.90322222,-80.48099166,OKANE,US
OKAPY,fix,34.77383611,-112.56713055,OKAPY,US
OKARE,fix,45.91337222,-122.56463888,OKARE,US
OKASE,fix,46.857775,-113.991975,OKASE,US
OKAVE,fix,43.596075,-111.83917777,OKAVE,US
OKAYA,fix,48.55571388,-122.85486388,OKAYA,US
OKAYI,fix,56.50973888,-132.39203333,OKAYI,US
OKAYS,fix,43.53075555,-96.75690833,OKAYS,US
OKAZI,fix,29.42506666,-91.43933333,OKAZI,US
OKBAE,fix,32.01011111,-83.97859722,OKBAE,US
OKBEW,fix,42.84551666,-74.04641388,OKBEW,US
OKBIE,fix,29.50328333,-82.95270555,OKBIE,US
OKBIW,fix,45.94778888,-84.0152,OKBIW,US
OKDAE,fix,32.60961388,-89.14875277,OKDAE,US
OKDEE,fix,38.28360277,-104.65423611,OKDEE,US
OKDOE,fix,44.09780555,-88.53746944,OKDOE,US
OKDUC,fix,48.44468333,-100.35397777,OKDUC,US
OKDUE,fix,41.60304722,-86.92731111,OKDUE,US
OKECI,fix,35.5899,-117.61258611,OKECI,US
OKECU,fix,35.67957222,-80.97560277,OKECU,US
OKEFA,fix,39.00748055,-104.5918,OKEFA,US
OKELY,fix,44.99535555,-118.35227777,OKELY,US
OKENE,fix,35.75133611,-86.20723611,OKENE,US
OKEST,fix,31.26332222,-97.92422777,OKEST,US
OKETE,fix,38.77755555,-95.7747,OKETE,US
OKEVE,fix,39.64344722,-88.87039444,OKEVE,US
OKEWI,fix,42.54342777,-83.01471666,OKEWI,US
OKEYA,fix,45.63259166,-94.34320833,OKEYA,US
OKEYI,fix,31.66225833,-89.79783888,OKEYI,US
OKEZO,fix,28.24451388,-176.62618333,OKEZO,US
OKEZU,fix,68.04923888,-162.65391944,OKEZU,US
OKFEL,fix,29.99708888,-96.98234722,OKFEL,US
OKFIF,fix,45.144575,-118.20933055,OKFIF,US
OKIBE,fix,13.60860833,145.03028055,OKIBE,US
OKICU,fix,31.48023333,-100.07550555,OKICU,US
OKICY,fix,42.49001388,-83.40343888,OKICY,US
OKIDE,fix,39.94736944,-84.11627222,OKIDE,US
OKIEE,fix,36.56024444,-87.13074444,OKIEE,US
OKIFO,fix,48.68692222,-96.85928888,OKIFO,US
OKIGE,fix,30.63089166,-96.5125,OKIGE,US
OKIKE,fix,71.01137222,-154.35325833,OKIKE,US
OKILE,fix,38.70568888,-77.50295277,OKILE,US
OKIME,fix,44.14313888,-69.07036666,OKIME,US
OKINY,fix,45.16246944,-117.92976944,OKINY,US
OKIPY,fix,44.89799444,-69.18611944,OKIPY,US
OKISE,fix,36.72539722,-86.70606388,OKISE,US
OKITE,fix,39.56114166,-119.76909166,OKITE,US
OKIVY,fix,37.528375,-121.83810277,OKIVY,US
OKIXE,fix,48.46775833,-101.46343611,OKIXE,US
OKIYO,fix,34.40640555,-91.71117777,OKIYO,US
OKJAG,fix,33.27915277,-111.91580555,OKJAG,US
OKJEJ,fix,32.80245277,-81.941575,OKJEJ,US
OKKIE,fix,34.4626,-99.27382222,OKKIE,US
OKKIH,fix,43.20318055,-95.55495,OKKIH,US
OKKOE,fix,38.49208611,-75.36708333,OKKOE,US
OKKOR,fix,45.64845277,-122.16054166,OKKOR,US
OKLAE,fix,42.90336388,-70.85601111,OKLAE,US
OKLND,fix,42.728875,-83.52823888,OKLND,US
OKLOE,fix,35.19629444,-87.48187777,OKLOE,US
OKLOW,fix,36.55500277,-78.58663333,OKLOW,US
OKLUH,fix,36.78539166,-82.93338611,OKLUH,US
OKNEE,fix,34.26108888,-79.17796666,OKNEE,US
OKNEW,fix,38.151475,-84.48515555,OKNEW,US
OKNIE,fix,40.44116666,-121.71948611,OKNIE,US
OKNOW,fix,43.49523611,-92.06646666,OKNOW,US
OKNUE,fix,42.81379722,-73.9118,OKNUE,US
OKOHO,fix,41.53077222,-70.63171666,OKOHO,US
OKOKE,fix,46.82598333,-68.00105277,OKOKE,US
OKOLE,fix,6.06666666,150.51666666,OKOLE,US
OKOLY,fix,37.982175,-99.98433888,OKOLY,US
OKOMY,fix,45.69763611,-94.62254166,OKOMY,US
OKONE,fix,39.95371111,-84.50246944,OKONE,US
OKONU,fix,37.30590833,-71.96505833,OKONU,US
OKOPY,fix,39.71180833,-91.50128333,OKOPY,US
OKOSE,fix,36.75646944,-93.38838055,OKOSE,US
OKOYE,fix,39.50853888,-92.14516111,OKOYE,US
OKOZE,fix,41.16288333,-83.43870833,OKOZE,US
OKPEW,fix,36.89803055,-84.21159166,OKPEW,US
OKPIE,fix,40.79230277,-99.00365555,OKPIE,US
OKPOE,fix,43.52226388,-96.2142,OKPOE,US
OKPOQ,fix,45.44427777,-85.16951666,OKPOQ,US
OKPUE,fix,45.52524166,-93.24973333,OKPUE,US
OKRAA,fix,34.25768055,-86.29764444,OKRAA,US
OKRAE,fix,38.95904166,-77.54243611,OKRAE,US
OKRAY,fix,34.71954722,-95.7008,OKRAY,US
OKRIE,fix,35.13353888,-101.42433888,OKRIE,US
OKSEE,fix,37.212775,-93.25211666,OKSEE,US
OKSOW,fix,36.96235,-84.237925,OKSOW,US
OKTAE,fix,36.82753333,-97.10055,OKTAE,US
OKTEE,fix,34.86898888,-85.21280277,OKTEE,US
OKTOE,fix,35.60724722,-78.08421666,OKTOE,US
OKTUE,fix,39.183575,-94.511925,OKTUE,US
OKUBE,fix,67.00514722,-149.64918611,OKUBE,US
OKUCI,fix,33.53839166,-96.13300833,OKUCI,US
OKUDE,fix,39.32240833,-76.73694722,OKUDE,US
OKUGE,fix,39.587075,-119.38536111,OKUGE,US
OKUME,fix,29.10471944,-95.15255277,OKUME,US
OKUMY,fix,38.32854444,-90.95283888,OKUMY,US
OKUNE,fix,27.75669722,-97.22244166,OKUNE,US
OKUPE,fix,36.56727222,-121.741375,OKUPE,US
OKUPU,fix,42.30608888,-89.59585277,OKUPU,US
OKURY,fix,37.36913055,-77.20570277,OKURY,US
OKUTY,fix,31.60102777,-98.854875,OKUTY,US
OKUXE,fix,38.86171666,-95.95114166,OKUXE,US
OKUYU,fix,33.51422777,-105.35210555,OKUYU,US
OKVAE,fix,46.19465,-100.11695555,OKVAE,US
OKVAW,fix,57.66666666,-133.75,OKVAW,US
OKVIE,fix,43.320925,-111.96441666,OKVIE,US
OKVOE,fix,30.96918333,-87.44656111,OKVOE,US
OKVUJ,fix,47.05295,-109.59362777,OKVUJ,US
OKWIV,fix,40.39977777,-81.00526944,OKWIV,US
OKWOR,fix,32.31576666,-100.63266111,OKWOR,US
OKWUS,fix,35.7027,-100.03791388,OKWUS,US
OKXAC,fix,64.72690277,-148.16326666,OKXAC,US
OKZIF,fix,36.02208333,-79.85771388,OKZIF,US
OKZUC,fix,38.10066944,-98.19881111,OKZUC,US
OKZUS,fix,41.90099444,-76.33371944,OKZUS,US
OLAAA,fix,33.26228333,-117.53259166,OLAAA,US
OLAAH,fix,44.11148888,-116.70975,OLAAH,US
OLABE,fix,41.80936666,-90.34594166,OLABE,US
OLACI,fix,37.21295,-89.51811388,OLACI,US
OLACK,fix,32.97129444,-97.45588611,OLACK,US
OLADY,fix,27.27279722,-80.36377222,OLADY,US
OLAFY,fix,65.78208055,-154.80129722,OLAFY,US
OLAHS,fix,25.83921111,-79.59946111,OLAHS,US
OLAJO,fix,38.40521388,-78.61978333,OLAJO,US
OLAKE,fix,26.95826388,-80.77535,OLAKE,US
OLALE,fix,38.56369166,-98.06789722,OLALE,US
OLAMY,fix,33.99527777,-77.58305555,OLAMY,US
OLAND,fix,38.51571944,-75.17747777,OLAND,US
OLAPE,fix,39.04861944,-104.48456666,OLAPE,US
OLARU,fix,62.48120277,-141.0,OLARU,US
OLATE,fix,59.72004833,-161.77373722,OLATE,US
OLATH,fix,38.89213055,-94.80936111,OLATH,US
OLAWE,fix,34.19811944,-80.22098333,OLAWE,US
OLAYA,fix,58.90933888,-156.43008333,OLAYA,US
OLAYU,fix,47.41964166,-92.8932,OLAYU,US
OLBAY,fix,39.42036666,-76.73548888,OLBAY,US
OLBEC,fix,31.47579166,-81.438225,OLBEC,US
OLBEE,fix,38.88974722,-87.25788888,OLBEE,US
OLBIE,fix,7.26666666,130.0,OLBIE,US
OLBLU,fix,36.12529444,-114.75815277,OLBLU,US
OLBOE,fix,42.46537222,-87.80011111,OLBOE,US
OLBUE,fix,35.32697222,-84.11168888,OLBUE,US
OLCER,fix,40.82504722,-85.92351388,OLCER,US
OLCOT,fix,51.35786277,165.62578363,OLCOT,US
OLCYK,fix,41.54019166,-87.60446111,OLCYK,US
OLDDD,fix,39.76683888,-104.14712222,OLDDD,US
OLDDE,fix,25.71238888,-80.13266388,OLDDE,US
OLDEE,fix,31.85385,-106.300125,OLDEE,US
OLDEN,fix,32.0032,-81.082975,OLDEN,US
OLDIE,fix,37.46357222,-92.76400833,OLDIE,US
OLDIF,fix,38.57071944,-107.97198055,OLDIF,US
OLDIZ,fix,37.75345277,-85.42389444,OLDIZ,US
OLDMN,fix,42.80308055,-71.51316666,OLDMN,US
OLDOH,fix,39.37103888,-89.32498888,OLDOH,US
OLDUE,fix,30.33086666,-87.38682777,OLDUE,US
OLEBY,fix,42.20466666,-122.05655833,OLEBY,US
OLECU,fix,36.22448055,-121.10789722,OLECU,US
OLECY,fix,42.33581666,-123.18908055,OLECY,US
OLEDD,fix,29.74422222,-90.47716388,OLEDD,US
OLEEE,fix,30.97329444,-84.524975,OLEEE,US
OLEGE,fix,32.51791666,-96.26666388,OLEGE,US
OLEGG,fix,33.73288888,-84.20544444,OLEGG,US
OLELE,fix,36.29211111,-88.99780555,OLELE,US
OLEMS,fix,34.48955555,-89.67385277,OLEMS,US
OLENE,fix,28.73979444,-82.25801388,OLENE,US
OLENY,fix,45.87338888,-111.28548888,OLENY,US
OLEPE,fix,38.28390833,-76.41135555,OLEPE,US
OLERY,fix,41.32005555,-82.14950277,OLERY,US
OLETE,fix,37.49496944,-83.47783611,OLETE,US
OLEVE,fix,35.88180833,-89.829425,OLEVE,US
OLEXE,fix,35.94300833,-94.1617,OLEXE,US
OLEYE,fix,42.09809166,-87.83010555,OLEYE,US
OLEZO,fix,29.88476666,-89.71819722,OLEZO,US
OLFIR,fix,44.44264722,-69.48666666,OLFIR,US
OLFRD,fix,34.21158611,-97.16833333,OLFRD,US
OLFUS,fix,46.65609166,-119.19824444,OLFUS,US
OLGAA,fix,40.72542777,-115.97596388,OLGAA,US
OLGAE,fix,42.50587222,-75.52780833,OLGAE,US
OLGAH,fix,17.82006111,-66.10477222,OLGAH,US
OLGEC,fix,27.57888611,-99.37146388,OLGEC,US
OLGEE,fix,9.49378611,138.06696666,OLGEE,FM
OLGEW,fix,37.717075,-87.94216944,OLGEW,US
OLGIS,fix,10.0,160.935,OLGIS,US
OLGLD,fix,39.71098055,-86.47593888,OLGLD,US
OLGOE,fix,39.34316666,-101.66353333,OLGOE,US
OLGUY,fix,35.37133888,-98.21671388,OLGUY,US
OLHUF,fix,31.59460277,-97.07096111,OLHUF,US
OLHUP,fix,31.31441944,-83.00427777,OLHUP,US
OLIBE,fix,30.23620833,-87.56891944,OLIBE,US
OLIBY,fix,48.04508055,-115.13848333,OLIBY,US
OLIDE,fix,40.65948888,-88.83310277,OLIDE,US
OLIGY,fix,43.27406666,-87.87091111,OLIGY,US
OLIIN,fix,32.06269166,-110.18973888,OLIIN,US
OLIIV,fix,45.41333333,-107.26472222,OLIIV,US
OLINE,fix,43.2489,-124.17606388,OLINE,US
OLINN,fix,41.91328888,-88.80844444,OLINN,US
OLIPE,fix,38.97277222,-88.06196944,OLIPE,US
OLIPH,fix,38.27066388,-121.24199444,OLIPH,US
OLIRE,fix,28.06474166,-97.35638611,OLIRE,US
OLIRY,fix,34.56868611,-99.05732777,OLIRY,US
OLISS,fix,30.484875,-85.65829722,OLISS,US
OLITE,fix,65.18705,-152.37396666,OLITE,US
OLIVA,fix,37.64076111,-93.46144444,OLIVA,US
OLIVR,fix,38.88739722,-77.88945,OLIVR,US
OLIVY,fix,34.89786111,-102.30091111,OLIVY,US
OLIXE,fix,40.347175,-82.61716111,OLIXE,US
OLIXY,fix,40.68855555,-76.28549444,OLIXY,US
OLJAF,fix,29.98401666,-83.58638611,OLJAF,US
OLJEK,fix,41.47518333,-124.23907777,OLJEK,US
OLKAE,fix,35.44883611,-99.19798333,OLKAE,US
OLKEE,fix,46.87999166,-67.81542222,OLKEE,US
OLLAS,fix,35.00053888,-93.11275833,OLLAS,US
OLLEE,fix,45.535525,-93.581525,OLLEE,US
OLLEO,fix,61.05540277,-146.88686111,OLLEO,US
OLLER,fix,58.55111944,-157.09666944,OLLER,US
OLLEY,fix,32.38333333,-104.03333333,OLLEY,US
OLLGA,fix,41.94136666,-88.37149444,OLLGA,US
OLLIE,fix,33.84626388,-117.81138888,OLLIE,US
OLLII,fix,37.79489722,-93.53085555,OLLII,US
OLLIM,fix,40.689225,-111.90405833,OLLIM,US
OLLIN,fix,60.33383333,-149.79546666,OLLIN,US
OLLIS,fix,41.10313333,-93.36428888,OLLIS,US
OLLIV,fix,42.56326944,-71.77433888,OLLIV,US
OLLLY,fix,33.50491388,-117.94908611,OLLLY,US
OLLOW,fix,36.55698333,-86.052975,OLLOW,US
OLLSN,fix,32.30268055,-110.98746111,OLLSN,US
OLLVR,fix,39.39162222,-104.97861944,OLLVR,US
OLMAE,fix,47.62585833,-117.61864166,OLMAE,US
OLMAF,fix,31.41321944,-81.99500833,OLMAF,US
OLMEE,fix,40.59333611,-95.88431666,OLMEE,US
OLMIE,fix,68.18006111,-163.03941388,OLMIE,US
OLMPC,fix,35.01049722,-97.73259444,OLMPC,US
OLMST,fix,45.59501666,-94.25068055,OLMST,US
OLNAF,fix,28.781525,-81.34160555,OLNAF,US
OLNAJ,fix,30.4152,-96.11544722,OLNAJ,US
OLNEE,fix,39.15431666,-77.05765833,OLNEE,US
OLNIE,fix,36.58314444,-114.91260833,OLNIE,US
OLNUC,fix,45.59138888,-119.12078333,OLNUC,US
OLNUE,fix,43.13195833,-111.33607222,OLNUE,US
OLOBE,fix,40.28072777,-102.27586388,OLOBE,US
OLOCI,fix,41.30437777,-83.63314166,OLOCI,US
OLODE,fix,45.86122777,-118.98938611,OLODE,US
OLOFF,fix,34.00999166,-119.18640833,OLOFF,US
OLOKE,fix,42.34013888,-73.53562777,OLOKE,US
OLOLE,fix,45.80051388,-108.65540555,OLOLE,US
OLOME,fix,32.33498888,-95.30021388,OLOME,US
OLORE,fix,39.06511944,-119.11311388,OLORE,US
OLOVE,fix,38.61519722,-93.17618055,OLOVE,US
OLOWI,fix,39.26923611,-106.32729722,OLOWI,US
OLOXE,fix,41.74993888,-87.79631666,OLOXE,US
OLPIE,fix,30.31547222,-87.40475277,OLPIE,US
OLRAE,fix,35.04143888,-118.16426111,OLRAE,US
OLRIO,fix,40.51994722,-124.14256666,OLRIO,US
OLSEE,fix,64.648,-150.50232222,OLSEE,US
OLSIE,fix,37.23176944,-86.07063333,OLSIE,US
OLSKI,fix,28.42403611,-97.43143888,OLSKI,US
OLSNN,fix,39.01663055,-105.67449444,OLSNN,US
OLSSN,fix,31.064125,-89.2724,OLSSN,US
OLSTE,fix,43.46185,-84.18031111,OLSTE,US
OLTER,fix,29.63374166,-98.68638055,OLTER,US
OLTIE,fix,31.79303888,-106.26608333,OLTIE,US
OLTIQ,fix,47.79702777,-101.61161666,OLTIQ,US
OLTIW,fix,34.65191944,-118.20788333,OLTIW,US
OLTOE,fix,42.28494166,-93.72101666,OLTOE,US
OLTON,fix,63.88832222,-172.57333055,OLTON,RU
OLUBE,fix,35.64624166,-79.17107777,OLUBE,US
OLUCE,fix,36.489175,-76.73606388,OLUCE,US
OLUDE,fix,37.37816666,-122.09359722,OLUDE,US
OLUGY,fix,30.39284722,-84.14455555,OLUGY,US
OLUNE,fix,41.19403888,-111.28273333,OLUNE,US
OLUSE,fix,28.16060833,-97.02448888,OLUSE,US
OLUTE,fix,61.93905555,-150.36749722,OLUTE,US
OLUWO,fix,46.66661111,-120.27792222,OLUWO,US
OLUYE,fix,36.95775277,-94.41399444,OLUYE,US
OLVAE,fix,35.77599722,-98.55237222,OLVAE,US
OLVEE,fix,36.19385,-89.94395555,OLVEE,US
OLVIE,fix,66.59103333,-143.92283611,OLVIE,US
OLVOW,fix,45.62336111,-119.06605833,OLVOW,US
OLWOR,fix,44.78376666,-108.91879444,OLWOR,US
OLYEE,fix,42.78463055,-85.48611388,OLYEE,US
OLYMM,fix,37.71602777,-122.67268888,OLYMM,US
OMABE,fix,41.88613611,-71.08550833,OMABE,US
OMACO,fix,41.98736666,-122.80020833,OMACO,US
OMADE,fix,40.97790277,-81.44962222,OMADE,US
OMADY,fix,36.124875,-88.35370277,OMADY,US
OMAGE,fix,41.09385555,-102.97783333,OMAGE,US
OMAHO,fix,32.15556111,-85.09584722,OMAHO,US
OMAJI,fix,32.81829722,-93.23893611,OMAJI,US
OMALI,fix,45.51223055,-71.33361111,OMALI,CA
OMALY,fix,27.06245833,-76.39305833,OMALY,US
OMANY,fix,40.07477222,-83.04902222,OMANY,US
OMARR,fix,35.44366111,-83.45515833,OMARR,US
OMARY,fix,46.68092777,-92.32636944,OMARY,US
OMASE,fix,35.32744166,-98.2388,OMASE,US
OMASS,fix,42.51842222,-72.19105555,OMASS,US
OMAVY,fix,29.62078611,-99.97889722,OMAVY,US
OMAXE,fix,43.65880555,-92.48671111,OMAXE,US
OMBAE,fix,36.35281111,-95.01485555,OMBAE,US
OMBEE,fix,68.33531944,-151.44605833,OMBEE,US
OMBIE,fix,41.37982222,-103.97713333,OMBIE,US
OMCEW,fix,44.64130555,-99.59312222,OMCEW,US
OMDEE,fix,42.98103055,-71.47666666,OMDEE,US
OMDOE,fix,35.63135277,-80.07846388,OMDOE,US
OMDOW,fix,44.00839166,-69.63004166,OMDOW,US
OMDUE,fix,36.12981111,-88.96985833,OMDUE,US
OMEDE,fix,66.97256111,-145.57353055,OMEDE,US
OMEGA,fix,36.25822777,-119.00305,OMEGA,US
OMEHI,fix,44.16043055,-95.78261111,OMEHI,US
OMEHU,fix,29.48233611,-94.85548611,OMEHU,US
OMEKA,fix,78.17664444,-141.0,OMEKA,US
OMEME,fix,40.13870833,-87.65945,OMEME,US
OMENS,fix,36.82472222,-78.92493888,OMENS,US
OMERE,fix,35.78836944,-81.30243055,OMERE,US
OMESE,fix,40.96662777,-100.38893888,OMESE,US
OMETY,fix,43.41804166,-90.923525,OMETY,US
OMEXE,fix,45.52793888,-112.20208333,OMEXE,US
OMEYY,fix,41.14196944,-98.06345555,OMEYY,US
OMFAY,fix,41.76170555,-78.88461666,OMFAY,US
OMFOH,fix,35.28476666,-78.96226388,OMFOH,US
